-0.5,0.0099407,-0.019985
-0.4375,0.0099407,-0.019985
-0.375,0.0099407,-0.019985
-0.3125,0.0099407,-0.019985
-0.25,0.0099407,-0.019985
-0.1875,0.0099407,-0.019985
-0.125,0.0099407,-0.019985
-0.0625,0.0099407,-0.019985
0,0.0099407,-0.019985
0.0625,0.0099407,-0.019985
0.125,0.0099407,-0.019985
0.1875,0.0099407,-0.019985
0.25,0.0099407,-0.019985
0.3125,0.0099407,-0.019985
0.375,0.0099407,-0.019985
0.4375,0.0099407,-0.019985
0.5,0.0099407,-0.019985
-0.5,0.019767,-0.0027369
-0.4375,0.019767,-0.0027369
-0.375,0.019767,-0.0027369
-0.3125,0.019767,-0.0027369
-0.25,0.019767,-0.0027369
-0.1875,0.019767,-0.0027369
-0.125,0.019767,-0.0027369
-0.0625,0.019767,-0.0027369
0,0.019767,-0.0027369
0.0625,0.019767,-0.0027369
0.125,0.019767,-0.0027369
0.1875,0.019767,-0.0027369
0.25,0.019767,-0.0027369
0.3125,0.019767,-0.0027369
0.375,0.019767,-0.0027369
0.4375,0.019767,-0.0027369
0.5,0.019767,-0.0027369
-0.5,0.024054,0.019112
-0.4375,0.024054,0.019112
-0.375,0.024054,0.019112
-0.3125,0.024054,0.019112
-0.25,0.024054,0.019112
-0.1875,0.024054,0.019112
-0.125,0.024054,0.019112
-0.0625,0.024054,0.019112
0,0.024054,0.019112
0.0625,0.024054,0.019112
0.125,0.024054,0.019112
0.1875,0.024054,0.019112
0.25,0.024054,0.019112
0.3125,0.024054,0.019112
0.375,0.024054,0.019112
0.4375,0.024054,0.019112
0.5,0.024054,0.019112
-0.5,0.021219,0.04374
-0.4375,0.021219,0.04374
-0.375,0.021219,0.04374
-0.3125,0.021219,0.04374
-0.25,0.021219,0.04374
-0.1875,0.021219,0.04374
-0.125,0.021219,0.04374
-0.0625,0.021219,0.04374
0,0.021219,0.04374
0.0625,0.021219,0.04374
0.125,0.021219,0.04374
0.1875,0.021219,0.04374
0.25,0.021219,0.04374
0.3125,0.021219,0.04374
0.375,0.021219,0.04374
0.4375,0.021219,0.04374
0.5,0.021219,0.04374
-0.5,0.010268,0.068853
-0.4375,0.010268,0.068853
-0.375,0.010268,0.068853
-0.3125,0.010268,0.068853
-0.25,0.010268,0.068853
-0.1875,0.010268,0.068853
-0.125,0.010268,0.068853
-0.0625,0.010268,0.068853
0,0.010268,0.068853
0.0625,0.010268,0.068853
0.125,0.010268,0.068853
0.1875,0.010268,0.068853
0.25,0.010268,0.068853
0.3125,0.010268,0.068853
0.375,0.010268,0.068853
0.4375,0.010268,0.068853
0.5,0.010268,0.068853
-0.5,-0.0090696,0.091868
-0.4375,-0.0090696,0.091868
-0.375,-0.0090696,0.091868
-0.3125,-0.0090696,0.091868
-0.25,-0.0090696,0.091868
-0.1875,-0.0090696,0.091868
-0.125,-0.0090696,0.091868
-0.0625,-0.0090696,0.091868
0,-0.0090696,0.091868
0.0625,-0.0090696,0.091868
0.125,-0.0090696,0.091868
0.1875,-0.0090696,0.091868
0.25,-0.0090696,0.091868
0.3125,-0.0090696,0.091868
0.375,-0.0090696,0.091868
0.4375,-0.0090696,0.091868
0.5,-0.0090696,0.091868
-0.5,-0.036275,0.11014
-0.4375,-0.036275,0.11014
-0.375,-0.036275,0.11014
-0.3125,-0.036275,0.11014
-0.25,-0.036275,0.11014
-0.1875,-0.036275,0.11014
-0.125,-0.036275,0.11014
-0.0625,-0.036275,0.11014
0,-0.036275,0.11014
0.0625,-0.036275,0.11014
0.125,-0.036275,0.11014
0.1875,-0.036275,0.11014
0.25,-0.036275,0.11014
0.3125,-0.036275,0.11014
0.375,-0.036275,0.11014
0.4375,-0.036275,0.11014
0.5,-0.036275,0.11014
-0.5,-0.07003,0.12117
-0.4375,-0.07003,0.12117
-0.375,-0.07003,0.12117
